,accessionNumber,filingDate,reportDate,acceptanceDateTime,act,form,fileNumber,filmNumber,items,size,isXBRL,isInlineXBRL,primaryDocument,primaryDocDescription
646,0001193125-15-017607,2015-01-22,2015-03-10,2015-01-22T17:02:03.000Z,34,DEF 14A,001-36743,15542570,,1532332,0,0,d774604ddef14a.htm,DEFINITIVE PROXY STATEMENT
647,0001181431-15-000052,2015-01-02,2014-12-30,2015-01-02T18:30:06.000Z,,4,,,,6882,0,0,xslF345X03/rrd420908.xml,2014.12.30 RICCIO FORM 4 - 10B5-1
648,9999999997-15-000140,2014-12-30,2014-11-17,2015-01-09T12:49:39.000Z,34,NO ACT,001-36743,14008453,,1381,0,0,9999999997-15-000140.paper,AUTO-GENERATED PAPER DOCUMENT
649,9999999997-15-000139,2014-12-29,2014-10-31,2015-01-09T12:34:47.000Z,34,NO ACT,001-36743,14008451,,1381,0,0,9999999997-15-000139.paper,AUTO-GENERATED PAPER DOCUMENT
650,0001181431-14-039555,2014-12-23,2014-12-19,2014-12-23T18:30:33.000Z,,4,,,,4989,0,0,xslF345X03/rrd420694.xml,2014.12.22 LEVINSON FORM 4 - GIFT TRANSFER
651,9999999997-14-016001,2014-12-11,2014-10-31,2014-12-18T12:28:01.000Z,34,NO ACT,001-36743,14008711,,1381,0,0,9999999997-14-016001.paper,AUTO-GENERATED PAPER DOCUMENT
652,9999999997-14-015701,2014-12-04,2014-10-31,2014-12-08T15:39:50.000Z,34,NO ACT,001-36743,14008607,,1381,0,0,9999999997-14-015701.paper,AUTO-GENERATED PAPER DOCUMENT
653,0001181431-14-037340,2014-11-25,2014-11-21,2014-11-25T18:29:35.000Z,,4,,,,6659,0,0,xslF345X03/rrd419334.xml,2014.11.21 FEDERIGHI FORM 4 - SALE
654,0001181431-14-037066,2014-11-21,2014-11-20,2014-11-21T18:30:40.000Z,,4,,,,6887,0,0,xslF345X03/rrd419259.xml,2014.11.20 RICCIO FORM 4 - 10B5.1 SALE
655,9999999997-14-015004,2014-11-13,,2014-11-13T17:36:43.000Z,34,CERTNYS,001-36743,14007839,,1347,0,0,9999999997-14-015004.paper,AUTO-GENERATED PAPER DOCUMENT
656,0001193125-14-409218,2014-11-12,,2014-11-12T16:06:03.000Z,34,8-A12B,001-36743,141213987,,18154,0,0,d818845d8a12b.htm,8-A12B
657,0001193125-14-406296,2014-11-10,2014-11-04,2014-11-10T17:05:54.000Z,34,8-K,000-10030,141209609,"8.01,9.01",295071,0,0,d816414d8k.htm,FORM 8-K
658,0001181431-14-035942,2014-11-07,2014-11-05,2014-11-07T18:31:58.000Z,,4,,,,5016,0,0,xslF345X03/rrd418443.xml,2014.11.05 RICCIO FORM 4 - 10B5-1 SALE
659,0001193125-14-398779,2014-11-05,,2014-11-05T17:17:13.000Z,33,424B2,333-188191,141197794,,442572,0,0,d812009d424b2.htm,424B2
660,0001193125-14-395979,2014-11-04,,2014-11-04T14:40:00.000Z,34,FWP,333-188191,141192688,,20277,0,0,d817191dfwp.htm,FREE WRITING PROSPECTUS
661,0001193125-14-394996,2014-11-04,,2014-11-04T06:07:55.000Z,33,424B2,333-188191,141190986,,431549,0,0,d812009d424b2.htm,424B2
662,0001181431-14-035179,2014-10-31,2014-10-30,2014-10-31T18:31:22.000Z,,4,,,,6902,0,0,xslF345X03/rrd418098.xml,2014.10.30 CUE FORM 4 - SALES
663,0001193125-14-383437,2014-10-27,2014-09-27,2014-10-27T17:11:55.000Z,34,10-K,000-10030,141175110,,12082626,1,0,d783162d10k.htm,10-K
664,0001181431-14-034755,2014-10-23,2014-10-21,2014-10-23T18:31:52.000Z,,4,,,,6876,0,0,xslF345X03/rrd417838.xml,2014.10.21 MAESTRI - 10B5-1 SALE
665,0001181431-14-034625,2014-10-21,2014-10-17,2014-10-21T18:35:47.000Z,,4,,,,7836,0,0,xslF345X03/rrd417741.xml,2014.10.17 WILLIAMS FORM 4 - RSU GRANT
666,0001181431-14-034624,2014-10-21,2014-10-17,2014-10-21T18:35:28.000Z,,4,,,,7830,0,0,xslF345X03/rrd417740.xml,2014.10.17 SEWELL FORM 4 - RSU GRANT
667,0001181431-14-034623,2014-10-21,2014-10-17,2014-10-21T18:35:11.000Z,,4,,,,7860,0,0,xslF345X03/rrd417739.xml,2014.10.17 SCHILLER FORM 4 - RSU GRANT
668,0001181431-14-034622,2014-10-21,2014-10-17,2014-10-21T18:34:52.000Z,,4,,,,7825,0,0,xslF345X03/rrd417738.xml,2014.10.17 RICCIO FORM 4 - RSU GRANT
669,0001181431-14-034621,2014-10-21,2014-10-17,2014-10-21T18:34:36.000Z,,4,,,,7819,0,0,xslF345X03/rrd417737.xml,2014.10.17 MAESTRI FORM 4 - RSU GRANT
670,0001181431-14-034620,2014-10-21,2014-10-17,2014-10-21T18:34:15.000Z,,4,,,,7825,0,0,xslF345X03/rrd417735.xml,2014.10.17 FEDERIGHI FORM 4 - RSU GRANT
671,0001181431-14-034619,2014-10-21,2014-10-17,2014-10-21T18:33:50.000Z,,4,,,,7836,0,0,xslF345X03/rrd417734.xml,2014.10.17 CUE FORM 4 - RSU GRANT
672,0001181431-14-034618,2014-10-21,2014-10-17,2014-10-21T18:33:30.000Z,,4,,,,7828,0,0,xslF345X03/rrd417707.xml,2014.10.17 AHRENDTS FORM 4 - RSU GRANT
673,0001193125-14-376361,2014-10-20,2014-10-20,2014-10-20T16:30:39.000Z,34,8-K,000-10030,141164188,"2.02,9.01",168003,0,0,d806538d8k.htm,8-K
674,0001181431-14-034487,2014-10-17,2014-10-15,2014-10-17T18:34:38.000Z,,4,,,,8571,0,0,xslF345X03/rrd417631.xml,2014.10.15 MAESTRI FORM 4 - RSU VESTING
675,0001181431-14-034486,2014-10-17,2014-10-15,2014-10-17T18:34:04.000Z,,4,,,,10839,0,0,xslF345X03/rrd417627.xml,2014.10.15 RICCIO FORM 4 - RSU VESTING
676,0001181431-14-034485,2014-10-17,2014-10-15,2014-10-17T18:33:31.000Z,,4,,,,8509,0,0,xslF345X03/rrd417626.xml,2014.10.15 FEDERIGHI FORM 4 - RSU VESTING
677,0001181431-14-032544,2014-09-23,2014-09-21,2014-09-23T18:34:46.000Z,,4,,,,12900,0,0,xslF345X03/rrd416531.xml,2014.09.24 COOK FORM 4 - RSU VESTING AND 10B5-1 SALE
678,0001181431-14-032543,2014-09-23,2014-09-21,2014-09-23T18:34:20.000Z,,4,,,,10841,0,0,xslF345X03/rrd416547.xml,2014.09.23 SEWELL FORM 4 - RSU VESTING AND 10B5-1 SALE
679,0001181431-14-032542,2014-09-23,2014-09-21,2014-09-23T18:33:51.000Z,,4,,,,14155,0,0,xslF345X03/rrd416551.xml,2014.09.23 CUE FORM 4 - RSU VESTING
680,0001181431-14-032541,2014-09-23,2014-09-21,2014-09-23T18:33:24.000Z,,4,,,,10848,0,0,xslF345X03/rrd416555.xml,2014.09.23 WILLIAMS FORM 4 - RSU VESTING AND 10B5-1 SALE
681,0001181431-14-032540,2014-09-23,2014-08-21,2014-09-23T18:32:58.000Z,,4,,,,20210,0,0,xslF345X03/rrd416559.xml,2014.09.23 SCHILLER FORM 4 - RSU VESTING AND 10B5-1 SALE
682,0001181431-14-032241,2014-09-17,2014-09-15,2014-09-17T18:33:17.000Z,,4,,,,12205,0,0,xslF345X03/rrd416175.xml,2014.09.15 FEDERIGHI FORM 4 - RSU VESTING
683,0001181431-14-031782,2014-09-11,2014-09-09,2014-09-11T18:35:34.000Z,,4,,,,12514,0,0,xslF345X03/rrd415983.xml,2014.09.11 MAESTRI FORM 4 - 10B5-1 SALE
684,0001181431-14-031565,2014-09-08,2014-09-04,2014-09-08T19:59:59.000Z,,4,,,,10756,0,0,xslF345X03/rrd415652.xml,14.09.03 MAESTRI FORM 4 - RSU VEST AND 10B5-1 SALE
685,0001181431-14-030218,2014-08-26,2014-08-24,2014-08-26T21:32:58.000Z,,4,,,,9983,0,0,xslF345X03/rrd415064.xml,2014.08.24 COOK FORM 4 RSU VESTING
686,0001181431-14-029015,2014-08-12,2014-08-08,2014-08-12T18:46:44.000Z,,4,,,,11016,0,0,xslF345X03/rrd414390.xml,14.08.08 LEVINSON FORM 4 - OPTION EXERCISE
687,0001181431-14-027428,2014-07-25,2014-07-23,2014-07-25T18:30:36.000Z,,4,,,,8747,0,0,xslF345X03/rrd413478.xml,14.07.23 RICCIO FORM 4 - 10B5-1 SALE
688,0001193125-14-277193,2014-07-23,2014-07-23,2014-07-23T16:44:58.000Z,34,8-K,000-10030,14989234,"8.01,9.01",29804,0,0,d757212d8k.htm,FORM 8-K
689,0001193125-14-277160,2014-07-23,2014-06-28,2014-07-23T16:32:48.000Z,34,10-Q,000-10030,14989142,,9545320,1,0,d740164d10q.htm,10-Q
690,0001193125-14-275598,2014-07-22,2014-07-22,2014-07-22T16:31:08.000Z,34,8-K,000-10030,14986891,"2.02,9.01",212673,0,0,d760213d8k.htm,8-K
691,0001181431-14-026992,2014-07-17,2014-07-15,2014-07-17T18:32:50.000Z,,4,,,,5423,0,0,xslF345X03/rrd413224.xml,14.07.15 WAGNER FORM 4 RSU
692,0001181431-14-026991,2014-07-17,2014-07-15,2014-07-17T18:32:08.000Z,,3,,,,7095,0,0,xslF345X02/rrd413223.xml,14.07.15 WAGNER FORM 3
693,0001193125-14-271698,2014-07-17,2014-07-15,2014-07-17T16:39:12.000Z,34,8-K,000-10030,14980728,5.02,14531,0,0,d758295d8k.htm,8-K
694,0001181431-14-025088,2014-06-26,2014-06-24,2014-06-26T18:31:12.000Z,,4,,,,7170,0,0,xslF345X03/rrd412295.xml,14.06.24 RICCIO FORM 4 - 10B5-1 SALE
695,0001193125-14-228798,2014-06-06,2014-06-06,2014-06-06T16:31:06.000Z,34,8-K,000-10030,14896955,"5.03,9.01",21363,0,0,d739696d8k.htm,FORM 8-K
696,0001181431-14-022494,2014-06-03,2014-05-30,2014-06-03T18:31:07.000Z,,4,,,,8949,0,0,xslF345X03/rrd410759.xml,2014.06.01 LEVINSON FORM 4 - OPTION EXERCISE AND SALE
697,0001181431-14-022493,2014-06-03,2014-06-01,2014-06-03T18:30:40.000Z,,4,,,,8644,0,0,xslF345X03/rrd410741.xml,2014.06.01 AHRENDTS FORM 4 - RSU VESTING
698,0001181431-14-021968,2014-05-30,2014-05-29,2014-05-30T18:31:49.000Z,,4,,,,9911,0,0,xslF345X03/rrd410500.xml,2014.05.29 MAESTRI FORM 4 - RSU GRANT
699,0001181431-14-021967,2014-05-30,2014-05-28,2014-05-30T18:31:09.000Z,,4,,,,11247,0,0,xslF345X03/rrd410403.xml,14.05.28 RICCIO FORM 4 - 10B5-1 SALE
700,0001181431-14-021923,2014-05-30,2014-05-29,2014-05-30T17:23:51.000Z,34,8-K,000-10030,14881425,5.02,13670,0,0,rrd410610.htm,"CURRENT REPORT, ITEM 5.02"
701,0001193125-14-217311,2014-05-29,,2014-05-29T16:30:39.000Z,34,SD,000-10030,14876438,,103023,0,0,d729300dsd.htm,FORM SD
702,0001193125-14-184969,2014-05-06,2014-04-29,2014-05-06T16:30:11.000Z,34,8-K,000-10030,14817467,"8.01,9.01",513624,0,0,d721207d8k.htm,8-K
703,0001181431-14-017960,2014-05-05,2014-05-01,2014-05-05T18:32:23.000Z,,4,,,,14683,0,0,xslF345X03/rrd408240.xml,2014.05.05 AHRENDTS FORM 4 RSU
704,0001181431-14-017959,2014-05-05,2014-05-01,2014-05-05T18:31:46.000Z,,3,,,,6348,0,0,xslF345X02/rrd408156.xml,2014.05.05 AHRENDTS FORM 3
705,0001193125-14-172859,2014-04-30,,2014-04-30T17:15:20.000Z,33,424B2,333-188191,14800336,,440320,0,0,d717108d424b2.htm,424B2
706,0001193125-14-168389,2014-04-30,,2014-04-29T21:49:33.000Z,34,FWP,333-188191,14795638,,54275,0,0,d720312dfwp.htm,FREE WRITING PROSPECTUS
707,0001193125-14-164929,2014-04-29,,2014-04-29T07:44:09.000Z,33,424B2,333-188191,14791270,,419034,0,0,d717108d424b2.htm,424B2
708,0001181431-14-017038,2014-04-28,2014-04-24,2014-04-28T18:32:01.000Z,,4,,,,10181,0,0,xslF345X03/rrd407683.xml,14.04.24 MAESTRI FORM 4 - 10B5-1 SALE
709,0001193125-14-160171,2014-04-25,,2014-04-25T17:30:48.000Z,33,S-8,333-195509,14786592,,157186,0,0,d715382ds8.htm,S-8
710,0001181431-14-016878,2014-04-24,2014-04-22,2014-04-24T18:34:41.000Z,,4,,,,8761,0,0,xslF345X03/rrd407684.xml,14.04.22 RICCIO FORM 4 - 10B5-1 SALE
711,0001193125-14-157311,2014-04-24,2014-03-29,2014-04-24T17:02:12.000Z,34,10-Q,000-10030,14782284,,8315535,1,0,d694710d10q.htm,10-Q
712,0001193125-14-154883,2014-04-23,2014-04-23,2014-04-23T16:33:38.000Z,34,8-K,000-10030,14779103,"7.01,9.01",26214,0,0,d715379d8k.htm,FORM 8-K
713,0001193125-14-154871,2014-04-23,2014-04-23,2014-04-23T16:31:38.000Z,34,8-K,000-10030,14779088,"2.02,9.01",213125,0,0,d715148d8k.htm,FORM 8-K
714,0001181431-14-016473,2014-04-17,2014-04-15,2014-04-17T18:33:05.000Z,,4,,,,8576,0,0,xslF345X03/rrd407494.xml,14.04.17 FEDERIGHI FORM 4 - RSU VESTING
715,0001181431-14-016472,2014-04-17,2014-04-15,2014-04-17T18:32:35.000Z,,4,,,,8566,0,0,xslF345X03/rrd407498.xml,14.04.17 MAESTRI FORM 4 - RSU VESTING
716,0001181431-14-016471,2014-04-17,2014-04-15,2014-04-17T18:32:09.000Z,,4,,,,13666,0,0,xslF345X03/rrd407500.xml,14.04.17 RICCIO FORM 4 - RSU VESTING
717,0001181431-14-014578,2014-03-31,2014-03-27,2014-03-31T18:31:20.000Z,,4,,,,12510,0,0,xslF345X03/rrd406363.xml,14.03.27 RICCIO FORM 4 - 10B5-1 SALE
718,0001181431-14-013269,2014-03-18,2014-03-15,2014-03-18T18:33:48.000Z,,4,,,,8581,0,0,xslF345X03/rrd405745.xml,14.03.15 FEDERIGHI FORM 4 - RSU VESTING
719,0001181431-14-012193,2014-03-11,2014-03-07,2014-03-11T18:31:19.000Z,,4,,,,8784,0,0,xslF345X03/rrd405014.xml,14.03.07 MAESTRI FORM 4 - 10B5-1 SALE
720,0001181431-14-011331,2014-03-06,2014-03-04,2014-03-06T18:30:30.000Z,,4,,,,8562,0,0,xslF345X03/rrd404606.xml,14.03.04 MAESTRI FORM 4 - RSU VESTING
721,0001181431-14-011161,2014-03-05,2014-03-03,2014-03-05T21:48:14.000Z,,4,,,,10104,0,0,xslF345X03/rrd404166.xml,14.03.03 WILLIAMS FORM 4 - RSU GRANT
722,0001181431-14-011160,2014-03-05,2014-03-03,2014-03-05T21:47:37.000Z,,4,,,,10098,0,0,xslF345X03/rrd404163.xml,14.03.03 SEWELL FORM 4 - RSU GRANT
723,0001181431-14-011159,2014-03-05,2014-03-03,2014-03-05T21:47:08.000Z,,4,,,,10128,0,0,xslF345X03/rrd404157.xml,14.03.03 SCHILLER FORM 4 - RSU GRANT
724,0001181431-14-011158,2014-03-05,2014-03-03,2014-03-05T21:46:42.000Z,,4,,,,10093,0,0,xslF345X03/rrd404150.xml,14.03.03 RICCIO FORM 4 - RSU AWARD
725,0001181431-14-011157,2014-03-05,2014-03-03,2014-03-05T21:46:04.000Z,,4,,,,10093,0,0,xslF345X03/rrd404168.xml,14.03.03 FEDERIGHI FORM 4 - RSU GRANT
726,0001181431-14-011156,2014-03-05,2014-03-03,2014-03-05T21:45:37.000Z,,4,,,,10104,0,0,xslF345X03/rrd403757.xml,14.03.03 CUE FORM 4 - RSU GRANT
727,0001193125-14-084697,2014-03-05,2014-02-28,2014-03-05T17:01:29.000Z,34,8-K,000-10030,14670080,"5.02,5.03,5.07,9.01",367759,0,0,d684095d8k.htm,8-K
728,0001181431-14-010723,2014-03-04,2014-02-28,2014-03-04T18:35:07.000Z,,4,,,,5468,0,0,xslF345X03/rrd403925.xml,14.02.28 SUGAR FORM 4 - RSU GRANT
729,0001181431-14-010722,2014-03-04,2014-02-28,2014-03-04T18:34:46.000Z,,4,,,,5494,0,0,xslF345X03/rrd403923.xml,14.02.28 LEVINSON FORM 4 - RSU GRANT
730,0001181431-14-010721,2014-03-04,2014-02-28,2014-03-04T18:34:29.000Z,,4,,,,5476,0,0,xslF345X03/rrd403922.xml,14.02.28 JUNG FORM 4 - RSU GRANT
731,0001181431-14-010719,2014-03-04,2014-02-28,2014-03-04T18:34:10.000Z,,4,,,,5476,0,0,xslF345X03/rrd403921.xml,14.02.28 IGER FORM 4 - RSU GRANT
732,0001181431-14-010717,2014-03-04,2014-02-28,2014-03-04T18:33:49.000Z,,4,,,,5463,0,0,xslF345X03/rrd403920.xml,14.02.28 GORE FORM 4 - RSU GRANT
733,0001181431-14-010713,2014-03-04,2014-02-28,2014-03-04T18:33:22.000Z,,4,,,,5474,0,0,xslF345X03/rrd403919.xml,14.02.28 DREXLER FORM 4 - RSU GRANT
734,0001181431-14-010711,2014-03-04,2014-02-28,2014-03-04T18:32:43.000Z,,4,,,,5485,0,0,xslF345X03/rrd403918.xml,14.02.28 CAMPBELL FORM 4 - RSU GRANT
735,0001181431-14-009735,2014-02-27,2014-02-25,2014-02-27T18:30:29.000Z,,4,,,,16268,0,0,xslF345X03/rrd403790.xml,14.02.25 RICCIO FORM 4 - 10B5-1 SALE
736,0001181431-14-006584,2014-02-12,2014-01-31,2014-02-12T18:35:28.000Z,,4,,,,5115,0,0,xslF345X03/rrd401059.xml,14.01.31 COOK FORM 4 - ESPP PURCHASE
737,0001181431-14-006582,2014-02-12,2014-01-31,2014-02-12T18:35:13.000Z,,4,,,,4993,0,0,xslF345X03/rrd401067.xml,14.01.31 OPPENHEIMER FORM 4 - ESPP PURCHASE
738,0001181431-14-006581,2014-02-12,2014-01-31,2014-02-12T18:34:51.000Z,,4,,,,4954,0,0,xslF345X03/rrd401076.xml,14.01.31 SEWELL FORM 4 - ESPP PURCHASE
739,0001181431-14-006580,2014-02-12,2014-01-31,2014-02-12T18:34:37.000Z,,4,,,,4961,0,0,xslF345X03/rrd401079.xml,14.01.31 WILLIAMS FORM 4 - ESPP PURCHASE
740,0001181431-14-006579,2014-02-12,2013-10-15,2014-02-12T18:34:23.000Z,,4,,,,10897,0,0,xslF345X03/rrd401081.xml,14.01.31 CUE FORM 4 - ESPP PURCHASE
741,0000928464-14-000013,2014-02-10,,2014-02-10T16:59:51.000Z,34,PX14A6G,000-10030,14590017,,23260,0,0,aaplpx14a6g021014.htm,
742,0001214659-14-001019,2014-02-10,,2014-02-10T12:51:26.000Z,34,PX14A6G,000-10030,14587328,,74563,0,0,m210141px14a6g.htm,
743,0000928464-14-000010,2014-02-07,,2014-02-07T15:42:20.000Z,34,PX14A6G,000-10030,14584187,,12898,0,0,aaplpx14a6gno2020714.htm,
744,0000928464-14-000008,2014-02-07,,2014-02-07T14:34:51.000Z,34,PX14A6G,000-10030,14583712,,11992,0,0,aaplpx14a6g020714.htm,
745,0001181431-14-005068,2014-02-04,2014-02-01,2014-02-04T18:34:08.000Z,,4,,,,6820,0,0,xslF345X03/rrd401089.xml,14.02.01 CAMPBELL FORM 4 - RSU VESTING
746,0001181431-14-005067,2014-02-04,2014-02-01,2014-02-04T18:33:50.000Z,,4,,,,6809,0,0,xslF345X03/rrd401114.xml,14.02.01 DREXLER FORM 4 - RSU VESTING
747,0001181431-14-005066,2014-02-04,2014-02-01,2014-02-04T18:33:20.000Z,,4,,,,6799,0,0,xslF345X03/rrd401118.xml,14.02.01 GORE FORM 4 - RSU VESTING
748,0001181431-14-005065,2014-02-04,2014-02-01,2014-02-04T18:33:00.000Z,,4,,,,7497,0,0,xslF345X03/rrd401119.xml,14.02.01 IGER FORM 4 - RSU VESTING
749,0001181431-14-005064,2014-02-04,2014-02-01,2014-02-04T18:32:22.000Z,,4,,,,6811,0,0,xslF345X03/rrd401122.xml,14.02.01 JUNG FORM 4 - RSU VESTING
750,0001181431-14-005063,2014-02-04,2014-02-01,2014-02-04T18:32:03.000Z,,4,,,,7514,0,0,xslF345X03/rrd401124.xml,14.02.01 LEVINSON FORM 4 - RSU VESTING
751,0001181431-14-005062,2014-02-04,2014-02-01,2014-02-04T18:31:30.000Z,,4,,,,6803,0,0,xslF345X03/rrd401125.xml,14.02.01 SUGAR FORM 4 - RSU VESTING
752,0001193125-14-031119,2014-01-31,,2014-01-31T17:02:18.000Z,33,S-8,333-193709,14565494,,147795,0,0,d664780ds8.htm,S-8
753,0001193125-14-024487,2014-01-28,2013-12-28,2014-01-28T17:07:27.000Z,34,10-Q,000-10030,14553777,,7520647,1,0,d644622d10q.htm,10-Q
754,0000928464-14-000006,2014-01-28,,2014-01-28T17:04:05.000Z,34,PX14A6G,000-10030,14553743,,11431,0,0,aaplpx14a6g012814.htm,
755,0001086364-14-000386,2014-01-28,,2014-01-28T10:57:52.000Z,34,SC 13G/A,005-33632,14551259,,13449,0,0,apple.inc..txt,
756,0001181431-14-004075,2014-01-27,2014-01-23,2014-01-27T21:46:16.000Z,,4,,,,18137,0,0,xslF345X03/rrd400574.xml,14.01.23 RICCIO FORM 4 - 10B5-1 SALE
757,0001193125-14-022238,2014-01-27,2014-01-27,2014-01-27T16:31:33.000Z,34,8-K,000-10030,14549283,"2.02,9.01",194622,0,0,d652772d8k.htm,8-K
758,0000928464-14-000003,2014-01-23,,2014-01-23T15:09:18.000Z,34,PX14A6G,000-10030,14542777,,54813,0,0,aaplpx14a6g012314.htm,
759,0001193125-14-008086,2014-01-10,,2014-01-10T17:04:54.000Z,34,DEFA14A,000-10030,14522487,,712867,0,0,d656978ddefa14a.htm,DEFINITIVE ADDITIONAL MATERIALS
760,0001193125-14-008074,2014-01-10,2014-02-28,2014-01-10T17:01:55.000Z,34,DEF 14A,000-10030,14522443,,1583731,0,0,d648739ddef14a.htm,DEF 14A
761,9999999997-14-000591,2014-01-08,2013-12-20,2014-02-04T15:23:10.000Z,34,NO ACT,000-10030,13003962,,1381,0,0,9999999997-14-000591.paper,AUTO-GENERATED PAPER DOCUMENT
762,0001181431-14-000951,2014-01-03,2013-12-31,2014-01-03T18:36:12.000Z,,4,,,,5012,0,0,xslF345X03/rrd397763.xml,13.12.31 RICCIO FORM 4 - 10B5-1 SALE
763,0001193125-13-486406,2013-12-27,2014-02-28,2013-12-27T17:01:57.000Z,34,PRE 14A,000-10030,131301152,,1584302,0,0,d648739dpre14a.htm,PRELIMINARY PROXY STATEMENT
764,0001181431-13-064578,2013-12-26,2013-12-23,2013-12-26T18:32:35.000Z,,4,,,,8519,0,0,xslF345X03/rrd397746.xml,13.12.23 FEDERIGHI FORM 4 - RSU VESTING
765,0001181431-13-064577,2013-12-26,2013-12-23,2013-12-26T18:30:47.000Z,,4,,,,8519,0,0,xslF345X03/rrd397758.xml,13.12.23 RICCIO FORM 4 - RSU VESTING
766,0001181431-13-064133,2013-12-20,2013-12-17,2013-12-20T18:36:33.000Z,,4,,,,4981,0,0,xslF345X03/rrd398053.xml,13.12.17 LEVINSON FORM 4 - GIFT TRANSFER
767,9999999997-14-000040,2013-12-17,2013-10-18,2014-01-08T11:47:13.000Z,34,NO ACT,000-10030,13003879,,1381,0,0,9999999997-14-000040.paper,AUTO-GENERATED PAPER DOCUMENT
768,0000928464-13-000275,2013-12-04,,2013-12-04T15:37:31.000Z,34,DFAN14A,000-10030,131257242,,33501,0,0,aapldfan14a120413.htm,
769,0001181431-13-060383,2013-11-22,2013-11-20,2013-11-22T18:29:41.000Z,,4,,,,8784,0,0,xslF345X03/rrd395963.xml,13.11.20 RICCIO FORM 4 - 10B5-1 SALE
770,0001181431-13-057362,2013-11-06,2013-11-05,2013-11-06T18:35:30.000Z,,4,,,,10626,0,0,xslF345X03/rrd394524.xml,13.11.05 MAESTRI FORM 4 - 10B5-1 SALE
771,0001181431-13-056170,2013-11-01,2013-10-31,2013-11-01T18:40:24.000Z,,4,,,,4986,0,0,xslF345X03/rrd393956.xml,FORM 4
772,0001193125-13-416534,2013-10-30,2013-09-28,2013-10-29T20:38:28.000Z,34,10-K,000-10030,131177575,,11043722,1,0,d590790d10k.htm,FORM 10-K
773,0001193125-13-413498,2013-10-28,2013-10-28,2013-10-28T16:31:08.000Z,34,8-K,000-10030,131173425,"2.02,9.01",213468,0,0,d617270d8k.htm,8-K
774,0001181431-13-054307,2013-10-17,2013-10-15,2013-10-17T18:34:57.000Z,,4,,,,9208,0,0,xslF345X03/rrd392786.xml,FORM 4
775,0001181431-13-054306,2013-10-17,2013-10-15,2013-10-17T18:34:22.000Z,,4,,,,13496,0,0,xslF345X03/rrd392788.xml,FORM 4
776,0001181431-13-054305,2013-10-17,2013-10-15,2013-10-17T18:33:45.000Z,,4,,,,18515,0,0,xslF345X03/rrd392789.xml,FORM 4
777,0001181431-13-054304,2013-10-17,2013-10-15,2013-10-17T18:33:04.000Z,,4,,,,12399,0,0,xslF345X03/rrd392792.xml,FORM 4
778,0001181431-13-053384,2013-10-09,2013-10-07,2013-10-09T18:30:45.000Z,,4,,,,5434,0,0,xslF345X03/rrd392564.xml,
779,0001181431-13-050423,2013-09-24,2013-09-21,2013-09-24T18:42:50.000Z,,4,,,,26896,0,0,xslF345X03/rrd391124.xml,
780,0001181431-13-050140,2013-09-23,2013-09-23,2013-09-23T08:45:46.000Z,34,8-K,000-10030,131109173,8.01,12424,0,0,rrd391079.htm,FORM 8-K
781,0001181431-13-049541,2013-09-17,2013-09-15,2013-09-17T18:32:41.000Z,,4,,,,8529,0,0,xslF345X03/rrd390589.xml,
782,0001181431-13-048120,2013-09-06,2013-09-04,2013-09-06T18:31:47.000Z,,4,,,,8533,0,0,xslF345X03/rrd389728.xml,FORM 4
783,0000000000-13-048900,2013-09-06,,2013-09-06T08:59:52.000Z,,UPLOAD,,,,33850,0,0,filename1.pdf,
784,0001181431-13-046662,2013-08-27,2013-08-24,2013-08-27T18:34:59.000Z,,4,,,,8794,0,0,xslF345X03/rrd388589.xml,FORM 4
785,0001181431-13-046661,2013-08-27,2013-08-24,2013-08-27T18:34:37.000Z,,4,,,,11025,0,0,xslF345X03/rrd389052.xml,
786,0001181431-13-045381,2013-08-16,2013-08-14,2013-08-16T18:50:23.000Z,,4,,,,5491,0,0,xslF345X03/rrd388391.xml,
787,0001181431-13-045378,2013-08-16,2013-08-14,2013-08-16T18:48:45.000Z,,4,,,,22129,0,0,xslF345X03/rrd388422.xml,
788,0001181431-13-042044,2013-07-31,2013-07-29,2013-07-31T18:33:30.000Z,,4,,,,10305,0,0,xslF345X03/rrd386813.xml,
789,0001181431-13-042043,2013-07-31,2013-07-29,2013-07-31T18:32:47.000Z,,4,,,,22481,0,0,xslF345X03/rrd386843.xml,
790,0001181431-13-041847,2013-07-30,2013-07-25,2013-07-30T16:36:35.000Z,34,8-K,000-10030,13996343,5.02,11650,0,0,rrd386884.htm,ITEM 502
791,0001181431-13-041451,2013-07-26,2013-07-24,2013-07-26T06:01:39.000Z,,4,,,,4592,0,0,xslF345X03/rrd386520.xml,
792,0001193125-13-300670,2013-07-24,2013-06-29,2013-07-24T17:02:02.000Z,34,10-Q,000-10030,13984130,,10337808,1,0,d552802d10q.htm,FORM 10-Q
793,0001193125-13-298914,2013-07-23,2013-07-23,2013-07-23T16:30:58.000Z,34,8-K,000-10030,13981674,"2.02,9.01",209698,0,0,d571814d8k.htm,FORM 8-K
794,0001193125-13-297312,2013-07-22,,2013-07-22T16:41:24.000Z,,CORRESP,,,,38486,0,0,filename1.htm,
795,0000000000-13-037238,2013-07-09,,2013-07-09T16:17:22.000Z,,UPLOAD,,,,143852,0,0,filename1.pdf,
